family_label,variation,variation_keys,category,year,name,source_formula,symbol,semantic,canonical_parameter,kept,reason
Interval Scheduling,"Unweighted Interval Scheduling, Online","unweighted interval scheduling, online",serial,1940.0,Shortest remaining time first,$O(n)$,,,number tasks intervals,False,year missing or outside 1950-2026
Interval Scheduling,"Unweighted Interval Scheduling, Online","unweighted interval scheduling, online",serial,1940.0,"First come, first served",$O(n)$,,,number tasks intervals,False,year missing or outside 1950-2026
Interval Scheduling,"Unweighted Interval Scheduling, Online","unweighted interval scheduling, online",serial,1940.0,Round-robin scheduling,$O(n)$,,,number tasks intervals,False,year missing or outside 1950-2026
Interval Scheduling,"Unweighted Interval Scheduling, Online","unweighted interval scheduling, online",serial,1940.0,Multilevel queue scheduling,$O(n)$,,,number tasks intervals,False,year missing or outside 1950-2026
Interval Scheduling,Weighted Activity Selection Problem,weighted activity selection problem,serial,1953.0,$O(n^3)$ Dynamic Programming,$O(n^3)$,n,raw:number tasks intervals,number tasks intervals,True,kept
Interval Scheduling,Weighted Activity Selection Problem,weighted activity selection problem,serial,1953.0,$O(n^2)$ Dynamic Programming,$O(n^2)$,n,raw:number tasks intervals,number tasks intervals,True,kept
Interval Scheduling,Weighted Activity Selection Problem,weighted activity selection problem,serial,1953.0,$O(n\log n)$ Dynamic Programming,$O(n \log n)$,n,raw:number tasks intervals,number tasks intervals,True,kept
Joins,,(general),serial,1960.0,Nested loop join,$O(nm)$,,,an undefined parameter,False,family has no usable input-size parameter
Joins,,(general),serial,1960.0,Sort merge join,$O(n \log n + m \log m)$,,,an undefined parameter,False,family has no usable input-size parameter
Joins,,(general),serial,1960.0,Hash join,$O(n+m)$,,,an undefined parameter,False,family has no usable input-size parameter
Key Distribution,Quantum Key Distribution,quantum key distribution,quantum,1984.0,BB84,,,,an undefined parameter,False,formula not usable: no formula recorded
Key Distribution,Quantum Key Distribution,quantum key distribution,quantum,1991.0,E91,,,,an undefined parameter,False,formula not usable: no formula recorded
Key Distribution,Quantum Key Distribution,quantum key distribution,quantum,1992.0,BBM92,,,,an undefined parameter,False,formula not usable: no formula recorded
Key Distribution,Quantum Key Distribution,quantum key distribution,quantum,1992.0,B92,,,,an undefined parameter,False,formula not usable: no formula recorded
Key Distribution,Quantum Key Distribution,quantum key distribution,quantum,1996.0,MSZ96,,,,an undefined parameter,False,formula not usable: no formula recorded
Key Distribution,Quantum Key Distribution,quantum key distribution,quantum,1998.0,SSP,,,,an undefined parameter,False,formula not usable: no formula recorded
Key Distribution,Quantum Key Distribution,quantum key distribution,quantum,2002.0,DPS,,,,an undefined parameter,False,formula not usable: no formula recorded
Key Distribution,Quantum Key Distribution,quantum key distribution,quantum,2003.0,Decoy State,,,,an undefined parameter,False,formula not usable: no formula recorded
Key Distribution,Quantum Key Distribution,quantum key distribution,quantum,2004.0,SARG04,,,,an undefined parameter,False,formula not usable: no formula recorded
Key Distribution,Quantum Key Distribution,quantum key distribution,quantum,2005.0,COW,,,,an undefined parameter,False,formula not usable: no formula recorded
Key Distribution,Quantum Key Distribution,quantum key distribution,quantum,2006.0,Three-Stage,,,,an undefined parameter,False,formula not usable: no formula recorded
Key Distribution,Quantum Key Distribution,quantum key distribution,quantum,2009.0,KBM09,,,,an undefined parameter,False,formula not usable: no formula recorded
Key Distribution,Quantum Key Distribution,quantum key distribution,quantum,2013.0,T12,,,,an undefined parameter,False,formula not usable: no formula recorded
Key Exchange,Key Exchange,(general),serial,1978.0,Diffie–Hellman key exchange,$O(n\cdot \text{mult}(n))$,,,an undefined parameter,False,"formula depends on too many parameters (l, m, n, t, u)"
Key Exchange,Key Exchange,(general),serial,2006.0,Elliptic-curve Diffie-Hellman (ECDH),$O(n^2\text{mult}(n))$,,,an undefined parameter,False,"formula depends on too many parameters (l, m, n, t, u)"
Kth Order Statistic,kth Order Statistic,(general),parallel,1983.0,Akl,$O(n)$,n,elements,elements in the input,True,kept
Kth Order Statistic,kth Order Statistic,(general),parallel,1983.0,Vishkin,$O(n)$,n,elements,elements in the input,True,kept
Kth Order Statistic,kth Order Statistic,(general),parallel,1986.0,"Cole, Vishkin",$O(n)$,n,elements,elements in the input,True,kept
Kth Order Statistic,kth Order Statistic,(general),serial,1940.0,Naive Selection,$O(n \log n)$,,,elements in the input,False,year missing or outside 1950-2026
Kth Order Statistic,kth Order Statistic,(general),serial,1940.0,Hashing,$O(n)$,,,elements in the input,False,year missing or outside 1950-2026
Kth Order Statistic,kth Order Statistic,(general),serial,1961.0,Hoare's Selection Algorithm (QuickSelect),$O(n^2)$,n,elements,elements in the input,True,kept
LU Decomposition,Square Matrix LU Decomposition,square matrix lu decomposition,parallel,1988.0,van de Vorst (grids) (1),$O(n^2.5) + O(n^2.5) comm$,,,matrix dimension,False,formula not usable: nested asymptotic notation has no determinate value
LU Decomposition,Square Matrix LU Decomposition,square matrix lu decomposition,parallel,1988.0,van de Vorst (blocks) (2),$O(n^3) + O(n^2.5) comm$,,,matrix dimension,False,formula not usable: nested asymptotic notation has no determinate value
LU Decomposition,,(general),parallel,1993.0,Lüpke,$O(n^3)$,,,matrix dimension,False,cannot tell what n means (no definition given and the family is inconsistent)
LU Decomposition,Square Matrix LU Decomposition,square matrix lu decomposition,parallel,1996.0,"Lee, Lee",$O(n^3)$,,,matrix dimension,False,cannot tell what n means (no definition given and the family is inconsistent)
LU Decomposition,Dense Matrix LU Decomposition,dense matrix lu decomposition,parallel,1997.0,"Liu, Cheung",$O(n^3)$,,,matrix dimension,False,cannot tell what n means (no definition given and the family is inconsistent)
LU Decomposition,Square Matrix LU Decomposition,square matrix lu decomposition,parallel,2011.0,"Solomonik, Demmel (Classical 2.5D)",$O(n^3)$,,,matrix dimension,False,cannot tell what n means (no definition given and the family is inconsistent)
LU Decomposition,,(general),quantum,2025.0,Online Gaussian elimination for quantum LDPC decoding,n^3,,,matrix dimension,False,"measured in number qubits, but this family is compared in matrix dimension"
LU Decomposition,Square Matrix LU Decomposition,square matrix lu decomposition,serial,1878.0,Doolittle Algorithm,$O(n^3)$,,,matrix dimension,False,year missing or outside 1950-2026
LU Decomposition,Square Matrix LU Decomposition,square matrix lu decomposition,serial,1941.0,Crout algorithm,$O(n^3)$,,,matrix dimension,False,year missing or outside 1950-2026
LU Decomposition,Square Matrix LU Decomposition,square matrix lu decomposition,serial,1974.0,Bunch; Hopcroft,$O(n^{2.376})$,n,matrix_dim,matrix dimension,True,kept
LU Decomposition,Square Matrix LU Decomposition,square matrix lu decomposition,serial,1975.0,Closed formula,$O(n^6)$,n,matrix_dim,matrix dimension,True,kept
LU Decomposition,Square Matrix LU Decomposition,square matrix lu decomposition,serial,1997.0,Okunev; Johnson,$O(n^3)$,,,matrix dimension,False,does not solve the problem exactly
LU Decomposition,Square Matrix LU Decomposition,square matrix lu decomposition,serial,2007.0,"Press, Teukolsky, Flannery",$O(n^3)$,n,matrix_dim,matrix dimension,True,kept
LU Decomposition,Rectangular Matrix LU Decomposition,rectangular matrix lu decomposition,serial,2016.0,Randomized LU Decomposition,$O(n^3)$,,,matrix dimension,False,"approximation algorithm, not comparable to an exact runtime"
Line Clipping,Rectangular Window,rectangular window,serial,1967.0,Cohen–Sutherland,$O(n)$,n,raw:number lines,number lines,True,kept
Line Clipping,Convex Polygonal Window; Convex Polyhedral window,convex polygonal window; convex polyhedral window,serial,1978.0,Cyrus–Beck,$O(np)$,,,number lines,False,"also depends on 'p' (edges in the graph), which has no worst-case bound in terms of number lines"
Line Clipping,Rectangular Window,rectangular window,serial,1984.0,Liang–Barsky,$O(n)$,n,raw:number lines,number lines,True,kept
Line Clipping,Rectangular Window,rectangular window,serial,1987.0,Nicholl–Lee–Nicholl,$O(n)$,n,raw:number lines,number lines,True,kept
Line Clipping,Rectangular Window,rectangular window,serial,1987.0,Fast clipping,$O(n)$,n,raw:number lines,number lines,True,kept
Line Clipping,convex polygonal window,convex polygonal window,serial,1994.0,O(lg N) algorithm,$O(n \log p)$,,,number lines,False,"also depends on 'p' (edges in the graph), which has no worst-case bound in terms of number lines"
Line Drawing,Single Line Drawing,single line drawing,parallel,1990.0,Pang,$O(n)$,n,raw:number pixels line goes through,number pixels line goes through,True,kept
Line Drawing,Single Line Drawing,single line drawing,parallel,1990.0,Wright,$O(n)$,n,raw:number pixels line goes through,number pixels line goes through,True,kept
Line Drawing,Single Line Drawing,single line drawing,parallel,1992.0,"Graham, Iyengar, Zheng",$O(n)$,n,raw:number pixels line goes through,number pixels line goes through,True,kept
Line Drawing,Line Drawing,(general),serial,1940.0,Naive algorithm,$O(n)$,,,number pixels line goes through,False,year missing or outside 1950-2026
Line Drawing,Line Drawing,(general),serial,1940.0,Digital Differential Analyzer,$O(n)$,,,number pixels line goes through,False,year missing or outside 1950-2026
Line Drawing,Line Drawing,(general),serial,1965.0,Bresenham's line algorithm,$O(n)$,n,raw:number pixels line goes through,number pixels line goes through,True,kept
Line Drawing,Line Drawing,(general),serial,1981.0,Gupta-Sproull algorithm,$O(n)$,n,raw:number pixels line goes through,number pixels line goes through,True,kept
Line Drawing,Line Drawing,(general),serial,1991.0,Xiaolin Wu's line algorithm,$O(n)$,n,raw:number pixels line goes through,number pixels line goes through,True,kept
Line Segment Intersection,Intersection detection (whether there exists an intersection),intersection detection (whether there exists an intersection),parallel,1986.0,"Atallah, Goodrich (1)",$O(n(\log n)^2)$,n,segments,line segments,True,kept
Line Segment Intersection,Intersection detection (whether there exists an intersection),intersection detection (whether there exists an intersection),parallel,1986.0,"Atallah, Goodrich (2)",$O(n \log n \log \log n)$,n,segments,line segments,True,kept
Line Segment Intersection,Intersection detection (whether there exists an intersection),intersection detection (whether there exists an intersection),parallel,1988.0,"Aggarwal, Chazelle, Guibas, Ó'Dúnlaing, Yap",$O(n(\log n)^2)$,n,segments,line segments,True,kept
Line Segment Intersection,"Reporting all intersection points, line segments","reporting all intersection points, line segments",parallel,1989.0,Goodrich,$O(n\log^2(n) + k\log(n))$,,,line segments,False,"also depends on 'k' (input points), which has no worst-case bound in terms of line segments"
Line Segment Intersection,Intersection detection (whether there exists an intersection),intersection detection (whether there exists an intersection),parallel,1989.0,"Atallah, Cole, Goodrich",$O(n \log n)$,n,segments,line segments,True,kept
Line Segment Intersection,"Reporting all intersection points, line segments","reporting all intersection points, line segments",parallel,1992.0,"Reif, Sen (implicit)",$O(n^2)$,n,segments,line segments,True,kept
Line Segment Intersection,"Reporting all intersection points, line segments","reporting all intersection points, line segments",parallel,1992.0,Rüb,$O((n+k) \log n \log \log n)$,,,line segments,False,"also depends on 'k' (input points), which has no worst-case bound in terms of line segments"
Line Segment Intersection,"Reporting all intersection points, line segments","reporting all intersection points, line segments",serial,1940.0,Naive,$O(n^2)$,,,line segments,False,year missing or outside 1950-2026
Line Segment Intersection,"Reporting all intersection points, line segments","reporting all intersection points, line segments",serial,1979.0,Bentley–Ottmann algorithm,$O(n \log n + k \log n)$,,,line segments,False,"also depends on 'k' (input points), which has no worst-case bound in terms of line segments"
Line Segment Intersection,"Reporting all intersection points, convex polygons","reporting all intersection points, convex polygons",serial,1982.0,NIEVERGELT. J.. AND PREPARATA (Section 3),$O(n \log n + k)$,,,line segments,False,"also depends on 'k' (input points), which has no worst-case bound in terms of line segments"
Line Segment Intersection,"Reporting all intersection points, line segments","reporting all intersection points, line segments",serial,1986.0,CHAZELLE,$O(n\log^2(n)/(\log \log n) + k)$,,,line segments,False,"also depends on 'k' (input points), which has no worst-case bound in terms of line segments"
Line Segment Intersection,"Reporting all intersection points, line segments","reporting all intersection points, line segments",serial,1992.0,Chazelle & Edelsbrunner,$O(n \log n + k)$,,,line segments,False,"also depends on 'k' (input points), which has no worst-case bound in terms of line segments"
Line Segment Intersection,"Reporting all intersection points, generalized segments","reporting all intersection points, generalized segments",serial,1995.0,Balaban.,$O(n \log n + k)$,,,line segments,False,"also depends on 'k' (input points), which has no worst-case bound in terms of line segments"
Line Segment Intersection,"Reporting all intersection points, generalized segments","reporting all intersection points, generalized segments",serial,1997.0,Jean-Daniel Boissonnat and Franco P. Preparata.,$O((n+k) \log n)$,,,line segments,False,"also depends on 'k' (input points), which has no worst-case bound in terms of line segments"
Line Segment Intersection,"Reporting all intersection points, generalized segments","reporting all intersection points, generalized segments",serial,1999.0,Boissonnat; Snoeyink,$O(n \log n + k)$,,,line segments,False,"also depends on 'k' (input points), which has no worst-case bound in terms of line segments"
Line Simplification,,(general),serial,1969.0,Lang simplification,$O(n)$,n,points,input points,True,kept
Line Simplification,,(general),serial,1972.0,Ramer–Douglas–Peucker algorithm,$O(n^2)$,n,points,input points,True,kept
Line Simplification,,(general),serial,1974.0,Reumann–Witkam,$O(n)$,n,points,input points,True,kept
